ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio,Maincategory,Subcategory,Pagetitle,Pagenumber
998,10,236,Fenster,ean,jung,W,Oberriet SG,SG07,EXRW,236_Fenster_ean_jung_W_Oberriet_SG07_EXRW.flac,Lautung,Konsonanten,Fenster,236
999,4,72,schaukeln,gigampfe,alt,M,Hospental UR,UR02,RLFX,072_schaukeln_gigampfe_alt_M_Hospental_UR02_RLFX.flac,Wortschatz,Haus und Garten,schaukeln,72
1000,9,180,bauen,üüw,alt,W,Unterschächen UR,UR03,VJYT,180_bauen_üüw_alt_W_Unterschächen_UR03_VJYT.flac,Lautung,Vokale,bauen,180
1001,3,46,Küken,Küken,jung,W,Zermatt VS,VS11,EBCW,046_Küken_Küken_jung_W_Zermatt_VS11_EBCW.flac,Wortschatz,Tier,Küken,46
1002,14,276,Mann Plural,Män(n)er,jung,M,Schmitten GR,GR07,QVXX,276_Mann_Plural_Män(n)er_jung_M_Schmitten_GR07_QVXX.flac,Grammatik,Substantiv,Mann Plural,276
1003,23,362,Vergleichstext,Lesesprache,jung,W,Düdingen FR,FR01,BFKG,362_Vergleichstext_Lesesprache_jung_W_Düdingen_FR01_BFKG.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1004,20,344,Grussformeln (abends),Gueten Aabe±,alt,W,Münchenbuchsee BE,BE18,CYKL,344_Grussformeln_(abends)_Gueten_Aabe-_alt_W_Münchenbuchsee_BE18_CYKL.flac,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
1005,18,324,(der) Patrick,Patrick,alt,W,Meiringen BE,BE17,XVXT,324_(der)_Patrick_Patrick_alt_W_Meiringen_BE17_XVXT.flac,Grammatik,Satzbau,(der) Patrick,324
1006,2,32,etwas,eswAs,jung,W,Davos-Frauenkirch GR,GR03,OEZX,032_etwas_eswAs_jung_W_Davos-Frauenkirch_GR03_OEZX.flac,Wortschatz,Häufige Wörter,etwas,32
1007,3,54,Biene,Im(m)i,alt,M,Davos-Frauenkirch GR,GR03,TVAU,054_Biene_Im(m)i_alt_M_Davos-Frauenkirch_GR03_TVAU.flac,Wortschatz,Tier,Biene,54
1008,4,66,Pfütze,Butz,alt,M,Obersaxen GR,GR05,IZSQ,066_Pfütze_Butz_alt_M_Obersaxen_GR05_IZSQ.flac,Wortschatz,Haus und Garten,Pfütze,66
1009,4,70,Zaun,Züü,alt,M,Visp VS,VS10,QEOR,070_Zaun_Züü_alt_M_Visp_VS10_QEOR.flac,Wortschatz,Haus und Garten,Zaun,70
1010,9,186,Geiss,ei,jung,M,Langenthal BE,BE14,BNOO,186_Geiss_ei_jung_M_Langenthal_BE14_BNOO.flac,Lautung,Vokale,Geiss,186
1011,4,64,Giesskanne,Bschitter,alt,W,St. Niklaus VS,VS08,CGIB,064_Giesskanne_Bschitter_alt_W_St._Niklaus_VS08_CGIB.flac,Wortschatz,Haus und Garten,Giesskanne,64
1012,0,252,Sprechgeschwindigkeit,langsam,jung,M,Bern BE,BE03,HFSV,252_Sprechgeschwindigkeit_langsam_jung_M_Bern_BE03_HFSV.flac,,,Sprechgeschwindigkeit,252
1013,5,84,Heidelbeere,Heiper,jung,M,Simplon-Dorf VS,VS07,VPSN,084_Heidelbeere_Heiper_jung_M_Simplon-Dorf_VS07_VPSN.flac,Wortschatz,Essen und Trinken,Heidelbeere,84
1014,23,362,Vergleichstext,Lesesprache,jung,W,Solothurn SO,SO04,LLNV,362_Vergleichstext_Lesesprache_jung_W_Solothurn_SO04_LLNV.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1015,5,96,Brotanschnitt,Chäpp(l)i,jung,M,Saanen-Gstaad BE,BE20,FALC,096_Brotanschnitt_Chäpp(l)i_jung_M_Saanen-Gstaad_BE20_FALC.flac,Wortschatz,Essen und Trinken,Brotanschnitt,96
1016,23,362,Vergleichstext,Lesesprache,alt,W,St. Niklaus VS,VS08,CGIB,362_Vergleichstext_Lesesprache_alt_W_St._Niklaus_VS08_CGIB.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1017,4,72,schaukeln,geiggu,alt,W,Simplon-Dorf VS,VS07,JIME,072_schaukeln_geiggu_alt_W_Simplon-Dorf_VS07_JIME.flac,Wortschatz,Haus und Garten,schaukeln,72
1018,2,40,nach-auf,nach,jung,M,Langenthal BE,BE14,NUCN,040_nach-auf_nach_jung_M_Langenthal_BE14_NUCN.flac,Wortschatz,Häufige Wörter,nach-auf,40
1019,3,46,Küken,Güggeli,jung,M,Jaun FR,FR04,DGSC,046_Küken_Güggeli_jung_M_Jaun_FR04_DGSC.flac,Wortschatz,Tier,Küken,46
1020,11,244,Kiosk,KiOsk,alt,M,Würenlingen AG,AG10,OGQG,244_Kiosk_KiOsk_alt_M_Würenlingen_AG10_OGQG.flac,Lautung,Prosodie,Kiosk,244
1021,5,104,Schoggistängeli,(Schoggi)prügeli±,alt,M,Teufen AR,AR02,TQKV,104_Schoggistängeli_(Schoggi)prügeli-_alt_M_Teufen_AR02_TQKV.flac,Wortschatz,Essen und Trinken,Schoggistängeli,104
1022,13,270,bekommen,i(ch) verchumu,jung,M,Zermatt VS,VS11,ZEWN,270_bekommen_i(ch)_verchumu_jung_M_Zermatt_VS11_ZEWN.flac,Grammatik,Verb,bekommen,270
1023,3,52,Eidechse,Chläbtüechtschi,jung,M,Bosco Gurin TI,TI01,SSQE,052_Eidechse_Chläbtüechtschi_jung_M_Bosco_Gurin_TI01_SSQE.flac,Wortschatz,Tier,Eidechse,52
1024,5,98,Butter,Aiche,alt,M,Ernen VS,VS02,OPGH,098_Butter_Aiche_alt_M_Ernen_VS02_OPGH.flac,Wortschatz,Essen und Trinken,Butter,98
1025,2,32,etwas,eswAs,alt,W,Schiers GR,GR06,XEUG,032_etwas_eswAs_alt_W_Schiers_GR06_XEUG.flac,Wortschatz,Häufige Wörter,etwas,32
1026,6,112,Dutt,Runggel(i),jung,M,Muotathal SZ,SZ03,FJJI,112_Dutt_Runggel(i)_jung_M_Muotathal_SZ03_FJJI.flac,Wortschatz,Mensch,Dutt,112
1027,3,44,Hahn,Hane,jung,W,Ernen VS,VS02,JVOT,044_Hahn_Hane_jung_W_Ernen_VS02_JVOT.flac,Wortschatz,Tier,Hahn,44
1028,18,330,gewesen bin,(won i es Chind) bi(n) gsii,alt,M,Lauterbrunnen BE,BE16,HZVF,330_gewesen_bin_(won_i_es_Chind)_bi(n)_gsii_alt_M_Lauterbrunnen_BE16_HZVF.flac,Grammatik,Satzbau,gewesen bin,330
1029,4,60,Löwenzahn,Süüblueme±,jung,W,Oberägeri ZG,ZG01,CEIX,060_Löwenzahn_Süüblueme-_jung_W_Oberägeri_ZG01_CEIX.flac,Wortschatz,Haus und Garten,Löwenzahn,60
1030,4,72,schaukeln,ritiplampe,alt,W,Escholzmatt LU,LU01,LQUM,072_schaukeln_ritiplampe_alt_W_Escholzmatt_LU01_LQUM.flac,Wortschatz,Haus und Garten,schaukeln,72
1031,23,362,Vergleichstext,Lesesprache,alt,W,Ebnat-Kappel SG,SG02,LTSZ,362_Vergleichstext_Lesesprache_alt_W_Ebnat-Kappel_SG02_LTSZ.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1032,13,260,kommen (Plural),-e -ed -ed,jung,M,Möhlin AG,AG08,RZKH,260_kommen_(Plural)_-e_-ed_-ed_jung_M_Möhlin_AG08_RZKH.flac,Grammatik,Verb,kommen (Plural),260
1033,5,88,Zwiebel,Böle,jung,W,Schiers GR,GR06,BYRX,088_Zwiebel_Böle_jung_W_Schiers_GR06_BYRX.flac,Wortschatz,Essen und Trinken,Zwiebel,88
1034,3,46,Küken,Piipsi,jung,W,Simplon-Dorf VS,VS07,VUJO,046_Küken_Piipsi_jung_W_Simplon-Dorf_VS07_VUJO.flac,Wortschatz,Tier,Küken,46
1035,10,232,finden,ng,jung,M,Burgdorf BE,BE07,GZMD,232_finden_ng_jung_M_Burgdorf_BE07_GZMD.flac,Lautung,Konsonanten,finden,232
1036,10,238,Zins,ìì–ee,alt,M,Teufen AR,AR02,JDKE,238_Zins_ìì–ee_alt_M_Teufen_AR02_JDKE.flac,Lautung,Konsonanten,Zins,238
1037,23,362,Vergleichstext,Lesesprache,jung,W,Fischingen TG,TG03,NMCH,362_Vergleichstext_Lesesprache_jung_W_Fischingen_TG03_NMCH.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1038,9,162,Abend (Vokal),àà,jung,M,Engelberg OW,OW01,VRKE,162_Abend_(Vokal)_àà_jung_M_Engelberg_OW01_VRKE.flac,Lautung,Vokale,Abend (Vokal),162
1039,5,96,Brotanschnitt,Aaschnitt,jung,W,Zürich ZH,ZH07,GDJE,096_Brotanschnitt_Aaschnitt_jung_W_Zürich_ZH07_GDJE.flac,Wortschatz,Essen und Trinken,Brotanschnitt,96
1040,6,108,Sommersprossen,Loubfläcke,jung,W,Bosco Gurin TI,TI01,FVIK,108_Sommersprossen_Loubfläcke_jung_W_Bosco_Gurin_TI01_FVIK.flac,Wortschatz,Mensch,Sommersprossen,108
1041,5,82,Überrest eines Apfels,Gröitschi,alt,W,Düdingen FR,FR01,LOHZ,082_Überrest_eines_Apfels_Gröitschi_alt_W_Düdingen_FR01_LOHZ.flac,Wortschatz,Essen und Trinken,Überrest eines Apfels,82
1042,9,206,Brille,Brille l-vokalisiert,alt,W,Unterschächen UR,UR03,ZPGU,206_Brille_Brille_l-vokalisiert_alt_W_Unterschächen_UR03_ZPGU.flac,Lautung,Vokale,Brille,206
1043,4,70,Zaun,Zuun,jung,W,Sumiswald BE,BE22,BLZL,070_Zaun_Zuun_jung_W_Sumiswald_BE22_BLZL.flac,Wortschatz,Haus und Garten,Zaun,70
1044,4,70,Zaun,Haag,alt,M,Gränichen AG,AG05,PWBS,070_Zaun_Haag_alt_M_Gränichen_AG05_PWBS.flac,Wortschatz,Haus und Garten,Zaun,70
1045,5,90,Kartoffel,Ärdöpfel±,alt,W,Diepoldsau SG,SG01,FNGR,090_Kartoffel_Ärdöpfel-_alt_W_Diepoldsau_SG01_FNGR.flac,Wortschatz,Essen und Trinken,Kartoffel,90
1046,4,80,Kochschürze,Voscher,jung,W,Visp VS,VS10,OHPG,080_Kochschürze_Voscher_jung_W_Visp_VS10_OHPG.flac,Wortschatz,Haus und Garten,Kochschürze,80
1047,9,168,Schnee,ìa,jung,M,Jaun FR,FR04,QOST,168_Schnee_ìa_jung_M_Jaun_FR04_QOST.flac,Lautung,Vokale,Schnee,168
1048,7,136,plaudern,lafere,jung,W,Blumenstein BE,BE05,FPKO,136_plaudern_lafere_jung_W_Blumenstein_BE05_FPKO.flac,Wortschatz,Gesellschaft,plaudern,136
1049,4,60,Löwenzahn,Schmaalzblueme,alt,M,Ebnat-Kappel SG,SG02,CCOY,060_Löwenzahn_Schmaalzblueme_alt_M_Ebnat-Kappel_SG02_CCOY.flac,Wortschatz,Haus und Garten,Löwenzahn,60
1050,4,72,schaukeln,wiggiwäägge,jung,W,Vals GR,GR09,KFYD,072_schaukeln_wiggiwäägge_jung_W_Vals_GR09_KFYD.flac,Wortschatz,Haus und Garten,schaukeln,72
1051,10,214,Rad,hinteres r,alt,M,Weinfelden TG,TG06,QNPX,214_Rad_hinteres_r_alt_M_Weinfelden_TG06_QNPX.flac,Lautung,Konsonanten,Rad,214
1052,17,304,"zwei Männer, Frauen, Kinder",zwee zwee zwei±,alt,M,Unterschächen UR,UR03,UDXP,"304_zwei_Männer,_Frauen,_Kinder_zwee_zwee_zwei-_alt_M_Unterschächen_UR03_UDXP.flac",Grammatik,Genus,"zwei Männer, Frauen, Kinder",304
1053,9,150,Speck,ä,jung,M,Solothurn SO,SO04,FFOD,150_Speck_ä_jung_M_Solothurn_SO04_FFOD.flac,Lautung,Vokale,Speck,150
1054,5,100,Bonbon,Zückerli Züggerli,jung,M,Schiers GR,GR06,NIDZ,100_Bonbon_Zückerli_Züggerli_jung_M_Schiers_GR06_NIDZ.flac,Wortschatz,Essen und Trinken,Bonbon,100
1055,9,176,Mäuse,üü,jung,M,Burgdorf BE,BE07,GZMD,176_Mäuse_üü_jung_M_Burgdorf_BE07_GZMD.flac,Lautung,Vokale,Mäuse,176
1056,7,126,Kosewort,Müüsli,alt,M,Luzern LU,LU02,EFKS,126_Kosewort_Müüsli_alt_M_Luzern_LU02_EFKS.flac,Wortschatz,Gesellschaft,Kosewort,126
1057,2,42,herauf,ueha,alt,W,Saanen-Gstaad BE,BE20,OIDW,042_herauf_ueha_alt_W_Saanen-Gstaad_BE20_OIDW.flac,Wortschatz,Häufige Wörter,herauf,42
1058,23,362,Vergleichstext,Lesesprache,alt,W,Visp VS,VS10,QYGT,362_Vergleichstext_Lesesprache_alt_W_Visp_VS10_QYGT.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1059,15,290,alte Männer,alti±,jung,M,Bülach ZH,ZH02,HPNB,290_alte_Männer_alti-_jung_M_Bülach_ZH02_HPNB.flac,Grammatik,Adjektiv,alte Männer,290
1060,23,362,Vergleichstext,Lesesprache,alt,W,Basel BS,BS01,EJSR,362_Vergleichstext_Lesesprache_alt_W_Basel_BS01_EJSR.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1061,23,362,Vergleichstext,Lesesprache,jung,M,Adelboden BE,BE02,FBWY,362_Vergleichstext_Lesesprache_jung_M_Adelboden_BE02_FBWY.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1062,7,136,plaudern,hängertu,alt,M,Saas-Grund VS,VS05,AMHY,136_plaudern_hängertu_alt_M_Saas-Grund_VS05_AMHY.flac,Wortschatz,Gesellschaft,plaudern,136
1063,9,174,Maus,üi,jung,W,Bosco Gurin TI,TI01,MCMB,174_Maus_üi_jung_W_Bosco_Gurin_TI01_MCMB.flac,Lautung,Vokale,Maus,174
1064,3,54,Biene,Bien(d)li,alt,W,Winterthur ZH,ZH06,UMFL,054_Biene_Bien(d)li_alt_W_Winterthur_ZH06_UMFL.flac,Wortschatz,Tier,Biene,54
1065,5,84,Heidelbeere,Heiper,alt,M,Simplon-Dorf VS,VS07,IXXR,084_Heidelbeere_Heiper_alt_M_Simplon-Dorf_VS07_IXXR.flac,Wortschatz,Essen und Trinken,Heidelbeere,84
1066,5,84,Heidelbeere,Häipe(e)ri,alt,W,Unterschächen UR,UR03,ZPGU,084_Heidelbeere_Häipe(e)ri_alt_W_Unterschächen_UR03_ZPGU.flac,Wortschatz,Essen und Trinken,Heidelbeere,84
1067,6,112,Dutt,Tschubel Tschügge±,jung,M,Ernen VS,VS02,SXHP,112_Dutt_Tschubel_Tschügge-_jung_M_Ernen_VS02_SXHP.flac,Wortschatz,Mensch,Dutt,112
1068,5,94,Käsekruste,Rouft,alt,M,Konolfingen BE,BE13,XNEG,094_Käsekruste_Rouft_alt_M_Konolfingen_BE13_XNEG.flac,Wortschatz,Essen und Trinken,Käsekruste,94
1069,9,186,Geiss,òa,jung,M,Oberriet SG,SG07,EWCC,186_Geiss_òa_jung_M_Oberriet_SG07_EWCC.flac,Lautung,Vokale,Geiss,186
1070,18,328,gehen lassen,gaa laa±,jung,W,Amriswil TG,TG01,CBVP,328_gehen_lassen_gaa_laa-_jung_W_Amriswil_TG01_CBVP.flac,Grammatik,Satzbau,gehen lassen,328
1071,9,196,Bruder,ue-palatalisiert,alt,M,Basel BS,BS01,GHXY,196_Bruder_ue-palatalisiert_alt_M_Basel_BS01_GHXY.flac,Lautung,Vokale,Bruder,196
1072,9,154,Schlitten,e,alt,W,Herisau AR,AR01,BCMG,154_Schlitten_e_alt_W_Herisau_AR01_BCMG.flac,Lautung,Vokale,Schlitten,154
1073,14,282,"Fliege, Sonne, Kerze, Brücke","Fliege, Sonne, Kerze, Brücke",alt,M oder W,Verschiedene Orte Ve,Verschiedene Kantone,Verschiedene Personen,"282_Fliege,_Sonne,_Kerze,_Brücke_Fliege,_Sonne,_Kerze,_Brücke_alt_M_oder_W_Verschiedene_Orte_Verschiedene_Kantone_Verschiedene_Personen.flac",Grammatik,Substantiv,"Fliege, Sonne, Kerze, Brücke",282
1074,5,96,Käsekruste,(Chääs)schwarbi,alt,W,Bosco Gurin TI,TI01,GJCI,096_Käsekruste_(Chääs)schwarbi_alt_W_Bosco_Gurin_TI01_GJCI.flac,Wortschatz,Essen und Trinken,Käsekruste,96
1075,7,132,kneifen,chlü(ü)be,jung,M,Fischingen TG,TG03,AWMO,132_kneifen_chlü(ü)be_jung_M_Fischingen_TG03_AWMO.flac,Wortschatz,Gesellschaft,kneifen,132
1076,2,26,schau,löög,jung,M,Meiringen BE,BE17,NJTA,026_schau_löög_jung_M_Meiringen_BE17_NJTA.flac,Wortschatz,Häufige Wörter,schau,26
1077,3,44,Hahn,Gügeler,alt,W,Appenzell AI,AI01,SSZQ,044_Hahn_Gügeler_alt_W_Appenzell_AI01_SSZQ.flac,Wortschatz,Tier,Hahn,44
1078,7,124,Glasmurmeln,Glugger,jung,M,Laufen BL,BL03,JGLJ,124_Glasmurmeln_Glugger_jung_M_Laufen_BL03_JGLJ.flac,Wortschatz,Gesellschaft,Glasmurmeln,124
1079,15,292,die ganze Nacht,ganzu,alt,M,Saas-Grund VS,VS05,AMHY,292_die_ganze_Nacht_ganzu_alt_M_Saas-Grund_VS05_AMHY.flac,Grammatik,Adjektiv,die ganze Nacht,292
1080,9,156,Gotte,ò,alt,M,Burgdorf BE,BE07,SXMH,156_Gotte_ò_alt_M_Burgdorf_BE07_SXMH.flac,Lautung,Vokale,Gotte,156
1081,14,278,Bett Plural,Better,jung,W,Fischingen TG,TG03,VFKD,278_Bett_Plural_Better_jung_W_Fischingen_TG03_VFKD.flac,Grammatik,Substantiv,Bett Plural,278
1082,10,212,Kind,ch,jung,W,Bülach ZH,ZH02,TPTK,212_Kind_ch_jung_W_Bülach_ZH02_TPTK.flac,Lautung,Konsonanten,Kind,212
1083,17,304,"zwei Männer, Frauen, Kinder",zwei zwei zwei±,alt,W,Churwalden GR,GR02,IKIA,"304_zwei_Männer,_Frauen,_Kinder_zwei_zwei_zwei-_alt_W_Churwalden_GR02_IKIA.flac",Grammatik,Genus,"zwei Männer, Frauen, Kinder",304
1084,17,310,Migros,die,alt,W,Willisau LU,LU06,CWHJ,310_Migros_die_alt_W_Willisau_LU06_CWHJ.flac,Grammatik,Genus,Migros,310
1085,10,240,trinken,trinkche,jung,M,Bülach ZH,ZH02,BLTF,240_trinken_trinkche_jung_M_Bülach_ZH02_BLTF.flac,Lautung,Konsonanten,trinken,240
1086,18,332,Lass ihn gehen,la ne la gaa±,jung,M,Sarnen + Kägiswil OW,OW03,BAVI,332_Lass_ihn_gehen_la_ne_la_gaa-_jung_M_Sarnen___Kägiswil_OW03_BAVI.flac,Grammatik,Satzbau,Lass ihn gehen,332
1087,7,126,Kosewort,Schnüggel,alt,W,Obersaxen GR,GR05,AKVO,126_Kosewort_Schnüggel_alt_W_Obersaxen_GR05_AKVO.flac,Wortschatz,Gesellschaft,Kosewort,126
1088,5,98,Butter,die Butter,alt,W,Ebnat-Kappel SG,SG02,LTSZ,098_Butter_die_Butter_alt_W_Ebnat-Kappel_SG02_LTSZ.flac,Wortschatz,Essen und Trinken,Butter,98
1089,4,80,Kochschürze,Schurz,alt,W,Adelboden BE,BE02,MBKO,080_Kochschürze_Schurz_alt_W_Adelboden_BE02_MBKO.flac,Wortschatz,Haus und Garten,Kochschürze,80
1090,9,194,vier,ìe,jung,M,Obersaxen GR,GR05,BYRJ,194_vier_ìe_jung_M_Obersaxen_GR05_BYRJ.flac,Lautung,Vokale,vier,194
1091,5,98,Butter,Anke,alt,M,Sumiswald BE,BE22,EYLY,098_Butter_Anke_alt_M_Sumiswald_BE22_EYLY.flac,Wortschatz,Essen und Trinken,Butter,98
1092,4,70,Zaun,Zun,alt,W,Saanen-Gstaad BE,BE20,OIDW,070_Zaun_Zun_alt_W_Saanen-Gstaad_BE20_OIDW.flac,Wortschatz,Haus und Garten,Zaun,70
1093,14,276,Mann Plural,Ma,alt,W,Obersaxen GR,GR05,AKVO,276_Mann_Plural_Ma_alt_W_Obersaxen_GR05_AKVO.flac,Grammatik,Substantiv,Mann Plural,276
1094,13,262,haben (Plural),hond hond hond,alt,M,Oberriet SG,SG07,GGLE,262_haben_(Plural)_hond_hond_hond_alt_M_Oberriet_SG07_GGLE.flac,Grammatik,Verb,haben (Plural),262
1095,6,120,Baby,Söigling,alt,M,Frauenfeld TG,TG04,HIGZ,120_Baby_Söigling_alt_M_Frauenfeld_TG04_HIGZ.flac,Wortschatz,Mensch,Baby,120
1096,10,236,Fenster,än,alt,M,Burgdorf BE,BE07,SXMH,236_Fenster_än_alt_M_Burgdorf_BE07_SXMH.flac,Lautung,Konsonanten,Fenster,236
1097,13,266,"tragen, getragen","trääge, trääge(t)",alt,W,Appenzell AI,AI01,SSZQ,"266_tragen,_getragen_trääge,_trääge(t)_alt_W_Appenzell_AI01_SSZQ.flac",Grammatik,Verb,"tragen, getragen",266
1098,5,96,Brotanschnitt,Gruschta Gruschtji±,alt,W,St. Niklaus VS,VS08,CGIB,096_Brotanschnitt_Gruschta_Gruschtji-_alt_W_St._Niklaus_VS08_CGIB.flac,Wortschatz,Essen und Trinken,Brotanschnitt,96
1099,23,362,Vergleichstext,Lesesprache,alt,W,Bauma + Saland ZH,ZH01,JTPS,362_Vergleichstext_Lesesprache_alt_W_Bauma___Saland_ZH01_JTPS.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1100,5,100,Bonbon,(Zucker-)Bol(l)e,jung,M,Ebnat-Kappel SG,SG02,IPJN,100_Bonbon_(Zucker-)Bol(l)e_jung_M_Ebnat-Kappel_SG02_IPJN.flac,Wortschatz,Essen und Trinken,Bonbon,100
1101,14,282,"Fliege, Sonne, Kerze, Brücke","Fliege, Sonn, Kerze, Brück",alt,M oder W,Verschiedene Orte Ve,Verschiedene Kantone,Verschiedene Personen,"282_Fliege,_Sonne,_Kerze,_Brücke_Fliege,_Sonn,_Kerze,_Brück_alt_M_oder_W_Verschiedene_Orte_Verschiedene_Kantone_Verschiedene_Personen.flac",Grammatik,Substantiv,"Fliege, Sonne, Kerze, Brücke",282
1102,9,180,bauen,üu,alt,W,Reckingen VS,VS04,KDYB,180_bauen_üu_alt_W_Reckingen_VS04_KDYB.flac,Lautung,Vokale,bauen,180
1103,9,162,Abend (Vokal),ou,alt,W,Mels SG,SG06,PCJF,162_Abend_(Vokal)_ou_alt_W_Mels_SG06_PCJF.flac,Lautung,Vokale,Abend (Vokal),162
1104,10,232,finden,nn,alt,M,St. Niklaus VS,VS08,BRXK,232_finden_nn_alt_M_St._Niklaus_VS08_BRXK.flac,Lautung,Konsonanten,finden,232
1105,10,236,Fenster,ean,alt,W,Diepoldsau SG,SG01,FNGR,236_Fenster_ean_alt_W_Diepoldsau_SG01_FNGR.flac,Lautung,Konsonanten,Fenster,236
1106,23,362,Vergleichstext,Lesesprache,alt,W,Langenthal BE,BE14,NWTU,362_Vergleichstext_Lesesprache_alt_W_Langenthal_BE14_NWTU.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1107,10,224,Himmel (l-Vokalisierung),Him(m)el,alt,W,Fischingen TG,TG03,FPFX,224_Himmel_(l-Vokalisierung)_Him(m)el_alt_W_Fischingen_TG03_FPFX.flac,Lautung,Konsonanten,Himmel (l-Vokalisierung),224
1107,10,224,Himmel (l-Vokalisierung),Him(m)el,alt,W,Fischingen TG,TG03,FPFX,224_Himmel_(l-Vokalisierung)_Him(m)el_alt_W_Fischingen_TG03_FPFX.flac,Lautung,Konsonanten,Himmel (l-Vokalisierung),224
1108,23,362,Vergleichstext,Lesesprache,jung,M,Igis GR,GR04,HVLO,362_Vergleichstext_Lesesprache_jung_M_Igis_GR04_HVLO.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1109,7,128,Kuss,Müntsi,alt,M,Düdingen FR,FR01,MQDQ,128_Kuss_Müntsi_alt_M_Düdingen_FR01_MQDQ.flac,Wortschatz,Gesellschaft,Kuss,128
1110,17,304,"zwei Männer, Frauen, Kinder",zwei Formen in anderer Verteilung,alt,W,Mels SG,SG06,PCJF,"304_zwei_Männer,_Frauen,_Kinder_zwei_Formen_in_anderer_Verteilung_alt_W_Mels_SG06_PCJF.flac",Grammatik,Genus,"zwei Männer, Frauen, Kinder",304
1111,3,46,Küken,Güggeli,alt,M,Vättis SG,SG11,AYBA,046_Küken_Güggeli_alt_M_Vättis_SG11_AYBA.flac,Wortschatz,Tier,Küken,46
1112,13,266,"tragen, getragen","traage, traage",jung,M,Saanen-Gstaad BE,BE20,FALC,"266_tragen,_getragen_traage,_traage_jung_M_Saanen-Gstaad_BE20_FALC.flac",Grammatik,Verb,"tragen, getragen",266
1113,23,362,Vergleichstext,Lesesprache,jung,M,Innerthal SZ,SZ02,BHGY,362_Vergleichstext_Lesesprache_jung_M_Innerthal_SZ02_BHGY.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1114,13,264,sein (Plural),seand seand seand,jung,W,Oberriet SG,SG07,EXRW,264_sein_(Plural)_seand_seand_seand_jung_W_Oberriet_SG07_EXRW.flac,Grammatik,Verb,sein (Plural),264
1115,13,266,"tragen, getragen","trääge, trääge",alt,M,Appenzell AI,AI01,VJUZ,"266_tragen,_getragen_trääge,_trääge_alt_M_Appenzell_AI01_VJUZ.flac",Grammatik,Verb,"tragen, getragen",266
1116,7,130,Ohrfeige,Fläre,alt,W,Rafz ZH,ZH05,IJQQ,130_Ohrfeige_Fläre_alt_W_Rafz_ZH05_IJQQ.flac,Wortschatz,Gesellschaft,Ohrfeige,130
1117,16,298,ich,i bi(n),alt,W,Burgdorf BE,BE07,FTDY,298_ich_i_bi(n)_alt_W_Burgdorf_BE07_FTDY.flac,Grammatik,Pronomen,ich,298
1118,10,238,Zins,ii,jung,M,Grindelwald BE,BE10,FQAF,238_Zins_ii_jung_M_Grindelwald_BE10_FQAF.flac,Lautung,Konsonanten,Zins,238
1119,16,298,ich,ich bi(n) ich pi(n),alt,M,Winterthur ZH,ZH06,RATN,298_ich_ich_bi(n)_ich_pi(n)_alt_M_Winterthur_ZH06_RATN.flac,Grammatik,Pronomen,ich,298
1120,10,225,Strääl,Strääu,alt,W,Münchenbuchsee BE,BE18,CYKL,225_Strääl_Strääu_alt_W_Münchenbuchsee_BE18_CYKL.flac,Lautung,Konsonanten,Strääl,225
1120,10,225,Strääl,Strääu,alt,W,Münchenbuchsee BE,BE18,CYKL,225_Strääl_Strääu_alt_W_Münchenbuchsee_BE18_CYKL.flac,Lautung,Konsonanten,Strääl,225
1121,23,362,Vergleichstext,Lesesprache,alt,W,Huttwil BE,BE11,HWOL,362_Vergleichstext_Lesesprache_alt_W_Huttwil_BE11_HWOL.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1122,7,124,Glasmurmeln,Glürri,alt,M,Avers GR,GR11,TUSZ,124_Glasmurmeln_Glürri_alt_M_Avers_GR11_TUSZ.flac,Wortschatz,Gesellschaft,Glasmurmeln,124
1123,23,362,Vergleichstext,Lesesprache,jung,W,Ebnat-Kappel SG,SG02,GPAK,362_Vergleichstext_Lesesprache_jung_W_Ebnat-Kappel_SG02_GPAK.flac,Gesamtbild der Dialekte,Vergleichstext,Vergleichstext,362
1124,10,220,Himmel (Geminate),m,alt,M,Sumiswald BE,BE22,EYLY,220_Himmel_(Geminate)_m_alt_M_Sumiswald_BE22_EYLY.flac,Lautung,Konsonanten,Himmel (Geminate),220
1125,10,212,Kind,kh,jung,W,Chur + Masans GR,GR01,XSVA,212_Kind_kh_jung_W_Chur___Masans_GR01_XSVA.flac,Lautung,Konsonanten,Kind,212
