ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio
174,7,124,Glasmurmeln,Chlu(u)ri,jung,W,Schaffhausen SH,SH01,LDAP,124_Glasmurmeln_Chlu(u)ri_jung_W_Schaffhausen_SH01_LDAP.wav
175,9,154,Schlitten,ì,alt,W,Vättis SG,SG11,CBHV,154_Schlitten_ì_alt_W_Vättis_SG11_CBHV.wav
176,0,362,Vergleichstext,Lesesprache,jung,W,Escholzmatt LU,LU01,GYBZ,362_Vergleichstext_Lesesprache_jung_W_Escholzmatt_LU01_GYBZ.wav
177,6,106,Wange,Antli,jung,W,Bosco Gurin TI,TI01,MCMB,106_Wange_Antli_jung_W_Bosco Gurin_TI01_MCMB.wav
178,6,110,Quetschfleck,Hämatom,alt,M,Brig + Ried VS,VS03,WUCN,110_Quetschfleck_Hämatom_alt_M_Brig + Ried_VS03_WUCN.wav
179,10,228,gern,ra,jung,W,Igis GR,GR04,XAEL,228_gern_ra_jung_W_Igis_GR04_XAEL.wav
180,4,60,Löwenzahn,Ankeblueme,alt,M,Einsiedeln SZ,SZ01,KYSI,060_Löwenzahn_Ankeblueme_alt_M_Einsiedeln_SZ01_KYSI.wav
181,5,82,Überrest eines Apfels,Bu(t)schgi,alt,W,Schiers GR,GR06,XEUG,082_Überrest eines Apfels_Bu(t)schgi_alt_W_Schiers_GR06_XEUG.wav
182,7,132,kneifen,zwäärge,alt,W,Jaun FR,FR04,SZYP,132_kneifen_zwäärge_alt_W_Jaun_FR04_SZYP.wav
183,5,98,Butter,der Butter,jung,M,Saas-Grund VS,VS05,GXEB,098_Butter_der Butter_jung_M_Saas-Grund_VS05_GXEB.wav
184,3,58,Schmetterling,Flickflauder,alt,W,Appenzell AI,AI01,XVBP,058_Schmetterling_Flickflauder_alt_W_Appenzell_AI01_XVBP.wav
185,20,338,Grussformeln (morgens),Guete Morge(d),jung,W,Amriswil TG,TG01,CBVP,338_Grussformeln (morgens)_Guete Morge(d)_jung_W_Amriswil_TG01_CBVP.wav
186,4,62,begiessen,sprütze,alt,M,Winterthur ZH,ZH06,RATN,062_begiessen_sprütze_alt_M_Winterthur_ZH06_RATN.wav
187,13,262,haben (Plural),händ händ händ,jung,M,Bremgarten + Widen + Zufikon AG,AG02,ELAJ,262_haben (Plural)_händ händ händ_jung_M_Bremgarten + Widen + Zufikon_AG02_ELAJ.wav
188,17,320,Tunnel,das,jung,W,Ebnat-Kappel SG,SG02,GPAK,320_Tunnel_das_jung_W_Ebnat-Kappel_SG02_GPAK.wav
189,5,102,Schokolade,der Schoggola Schoggela,alt,M,Visp VS,VS10,NMUE,102_Schokolade_der Schoggola Schoggela_alt_M_Visp_VS10_NMUE.wav
190,13,272,kommen-werden,'wirst',jung,W,Brugg AG,AG03,RWZQ,272_kommen-werden_'wirst'_jung_W_Brugg_AG03_RWZQ.wav
191,3,44,Hahn,Güg(g)eler,jung,M,Appenzell AI,AI01,VRST,044_Hahn_Güg(g)eler_jung_M_Appenzell_AI01_VRST.wav
192,9,164,Abend (Endung),-be,jung,M,Bern BE,BE03,HFSV,164_Abend (Endung)_-be_jung_M_Bern_BE03_HFSV.wav
193,4,70,Zaun,Hag,jung,W,Altdorf UR,UR01,VQVH,070_Zaun_Hag_jung_W_Altdorf_UR01_VQVH.wav
194,9,190,Frauen,oiw,alt,W,Blatten VS,VS01,IDFP,190_Frauen_oiw_alt_W_Blatten_VS01_IDFP.wav
195,4,68,Regenschirm,Wätterhüet,jung,W,Bosco Gurin TI,TI01,MCMB,068_Regenschirm_Wätterhüet_jung_W_Bosco Gurin_TI01_MCMB.wav
196,7,136,plaudern,hängere,jung,W,Schiers GR,GR06,BYRX,136_plaudern_hängere_jung_W_Schiers_GR06_BYRX.wav
197,4,80,Kochschürze,Schooss,jung,M,Igis GR,GR04,HVLO,080_Kochschürze_Schooss_jung_M_Igis_GR04_HVLO.wav
198,9,196,Bruder,iä,jung,W,Unterschächen UR,UR03,FIBD,196_Bruder_iä_jung_W_Unterschächen_UR03_FIBD.wav
199,9,184,Nase,Naase,jung,W,Gränichen AG,AG05,GFPM,184_Nase_Naase_jung_W_Gränichen_AG05_GFPM.wav
200,9,192,heuen,eiw,jung,M,Blatten VS,VS01,STGG,192_heuen_eiw_jung_M_Blatten_VS01_STGG.wav
201,6,108,Sommersprossen,Merzetupfe Merzetüpfli,jung,W,Vals GR,GR09,KFYD,108_Sommersprossen_Merzetupfe Merzetüpfli_jung_W_Vals_GR09_KFYD.wav
202,5,92,Rösti,Brägu,alt,M,Jaun FR,FR04,MRDQ,092_Rösti_Brägu_alt_M_Jaun_FR04_MRDQ.wav
203,5,90,Kartoffel,Härdepfel,alt,M,Lungern OW,OW02,BDJF,090_Kartoffel_Härdepfel_alt_M_Lungern_OW02_BDJF.wav
204,9,180,bauen,au,jung,W,Wil SG,SG12,JCQC,180_bauen_au_jung_W_Wil_SG12_JCQC.wav
205,10,236,Fenster,ee ìì,jung,M,Mels SG,SG06,ASHR,236_Fenster_ee ìì_jung_M_Mels_SG06_ASHR.wav
206,6,112,Dutt,Pfürzi,jung,W,Aesch BL,BL01,FEMF,112_Dutt_Pfürzi_jung_W_Aesch_BL01_FEMF.wav
207,20,342,Grussformeln (nachmittags),Guete Namittag±,jung,M,Escholzmatt LU,LU01,ZSMF,342_Grussformeln (nachmittags)_Guete Namittag±_jung_M_Escholzmatt_LU01_ZSMF.wav
208,15,294,spät,späät späät,jung,M,Burgdorf BE,BE07,GZMD,294_spät_späät späät_jung_M_Burgdorf_BE07_GZMD.wav
209,13,270,bekommen,ich uberchu,jung,W,Bosco Gurin TI,TI01,MCMB,270_bekommen_ich uberchu_jung_W_Bosco Gurin_TI01_MCMB.wav
210,0,362,Vergleichstext,Lesesprache,jung,W,Rafz ZH,ZH05,OSIL,362_Vergleichstext_Lesesprache_jung_W_Rafz_ZH05_OSIL.wav
211,9,162,Abend (Vokal),oo,alt,W,Gelterkinden BL,BL02,KFQY,162_Abend (Vokal)_oo_alt_W_Gelterkinden_BL02_KFQY.wav
212,5,82,Überrest eines Apfels,Üürbsi,alt,M,Gelterkinden BL,BL02,FSWB,082_Überrest eines Apfels_Üürbsi_alt_M_Gelterkinden_BL02_FSWB.wav
213,14,276,Mann Plural,Man(n)e,jung,W,Langnau BE,BE15,LEGF,276_Mann Plural_Man(n)e_jung_W_Langnau_BE15_LEGF.wav
214,3,50,Pferd,Ross,jung,M,Sumiswald BE,BE22,XYEK,050_Pferd_Ross_jung_M_Sumiswald_BE22_XYEK.wav
215,4,60,Löwenzahn,Soublueme±,jung,M,Grabs SG,SG05,UOAT,060_Löwenzahn_Soublueme±_jung_M_Grabs_SG05_UOAT.wav
216,11,248,Militär,MilitÄr,alt,W,Brugg AG,AG03,FLKN,248_Militär_MilitÄr_alt_W_Brugg_AG03_FLKN.wav
217,13,260,kommen (Plural),-e -et -unt--ent,jung,M,St. Niklaus VS,VS08,IMMC,260_kommen (Plural)_-e -et -unt--ent_jung_M_St. Niklaus_VS08_IMMC.wav
218,2,30,nichts,nünt,alt,M,Oberriet SG,SG07,HEHU,030_nichts_nünt_alt_M_Oberriet_SG07_HEHU.wav
219,21,354,Dankeserwiderung,'Bitte',alt,M,Zofingen AG,AG11,CZER,354_Dankeserwiderung_'Bitte'_alt_M_Zofingen_AG11_CZER.wav
220,0,362,Vergleichstext,Lesesprache,jung,W,Spiez Faulensee BE,BE08,JMOG,362_Vergleichstext_Lesesprache_jung_W_Spiez Faulensee_BE08_JMOG.wav
221,10,226,sechs,ggs,alt,W,Schiers GR,GR06,XEUG,226_sechs_ggs_alt_W_Schiers_GR06_XEUG.wav
222,0,362,Vergleichstext,Lesesprache,alt,W,Blatten VS,VS01,IDFP,362_Vergleichstext_Lesesprache_alt_W_Blatten_VS01_IDFP.wav
223,4,68,Regenschirm,Rägeschirm,jung,M,Visp VS,VS10,NMZI,068_Regenschirm_Rägeschirm_jung_M_Visp_VS10_NMZI.wav
224,9,152,Bett,ä,jung,W,Salgesch VS,VS06,HFCS,152_Bett_ä_jung_W_Salgesch_VS06_HFCS.wav
225,2,40,nach-auf,z,alt,W,Bosco Gurin TI,TI01,GJCI,040_nach-auf_z_alt_W_Bosco Gurin_TI01_GJCI.wav
226,9,190,Frauen,ouw-palatalisiert,jung,W,Unterschächen UR,UR03,GOYC,190_Frauen_ouw-palatalisiert_jung_W_Unterschächen_UR03_GOYC.wav
227,0,362,Vergleichstext,Lesesprache,jung,W,Brugg AG,AG03,RWZQ,362_Vergleichstext_Lesesprache_jung_W_Brugg_AG03_RWZQ.wav
228,7,138,Taschentuch,Naselumpe,jung,W,Saanen-Gstaad BE,BE20,SLLT,138_Taschentuch_Naselumpe_jung_W_Saanen-Gstaad_BE20_SLLT.wav
229,18,322,Mirjams Hut,de(r) Mirjam ire Huet,jung,W,Ermatingen TG,TG02,QQKY,322_Mirjams Hut_de(r) Mirjam ire Huet_jung_W_Ermatingen_TG02_QQKY.wav
230,4,72,schaukeln,schwengge,alt,W,Thusis GR,GR08,IZNJ,072_schaukeln_schwengge_alt_W_Thusis_GR08_IZNJ.wav
231,9,192,heuen,ew(w),jung,W,Zermatt VS,VS11,YPWC,192_heuen_ew(w)_jung_W_Zermatt_VS11_YPWC.wav
232,0,362,Vergleichstext,Lesesprache,alt,M,Büren BE,BE06,ISAE,362_Vergleichstext_Lesesprache_alt_M_Büren_BE06_ISAE.wav
233,14,282,"Fliege, Sonne, Kerze, Brücke","Flieg, Sonn, Kerze, Brück",alt,M oder W,Verschiedene Orte Ve,Verschiedene Kantone,Verschiedene Personen,"282_Fliege, Sonne, Kerze, Brücke_Flieg, Sonn, Kerze, Brück_alt_M oder W_Verschiedene Orte_Verschiedene Kantone_Verschiedene Personen.wav"
234,0,362,Vergleichstext,Lesesprache,jung,M,Olten SO,SO03,BSRI,362_Vergleichstext_Lesesprache_jung_M_Olten_SO03_BSRI.wav
235,18,322,Mirjams Hut,vo der Mirjam der Hüet,alt,M,Visp VS,VS10,QEOR,322_Mirjams Hut_vo der Mirjam der Hüet_alt_M_Visp_VS10_QEOR.wav
236,0,362,Vergleichstext,Lesesprache,alt,W,Langnau BE,BE15,ORZF,362_Vergleichstext_Lesesprache_alt_W_Langnau_BE15_ORZF.wav
237,4,60,Löwenzahn,Schmaalzblueme,jung,M,Ebnat-Kappel SG,SG02,IPJN,060_Löwenzahn_Schmaalzblueme_jung_M_Ebnat-Kappel_SG02_IPJN.wav
238,7,136,plaudern,diskutiere,jung,M,Vals GR,GR09,QVYF,136_plaudern_diskutiere_jung_M_Vals_GR09_QVYF.wav
239,14,276,Mann Plural,Män(n)er,alt,M,Schmitten GR,GR07,WNIY,276_Mann Plural_Män(n)er_alt_M_Schmitten_GR07_WNIY.wav
240,9,178,schneien,ii iij,alt,M,Visp VS,VS10,QEOR,178_schneien_ii iij_alt_M_Visp_VS10_QEOR.wav
241,5,82,Überrest eines Apfels,Gige(r)tschi,jung,W,Solothurn SO,SO04,LLNV,082_Überrest eines Apfels_Gige(r)tschi_jung_W_Solothurn_SO04_LLNV.wav
242,4,60,Löwenzahn,Chett(l)eblueme Chett(l)estock,alt,W,Fischingen TG,TG03,FPFX,060_Löwenzahn_Chett(l)eblueme Chett(l)estock_alt_W_Fischingen_TG03_FPFX.wav
243,7,130,Ohrfeige,Flätt(e)re,alt,M,Grabs SG,SG05,FSTE,130_Ohrfeige_Flätt(e)re_alt_M_Grabs_SG05_FSTE.wav
244,3,46,Küken,Hüen(d)li±,alt,M,Hospental UR,UR02,HPYW,046_Küken_Hüen(d)li±_alt_M_Hospental_UR02_HPYW.wav
245,10,240,trinken,triihe,alt,M,Avers GR,GR11,TUSZ,240_trinken_triihe_alt_M_Avers_GR11_TUSZ.wav
246,10,224,Himmel (l-Vokalisierung),Him(m)el,jung,W,Fischingen TG,TG03,NMCH,224_Himmel (l-Vokalisierung)_Him(m)el_jung_W_Fischingen_TG03_NMCH.wav
246,10,224,Himmel (l-Vokalisierung),Him(m)el,jung,W,Fischingen TG,TG03,NMCH,224_Himmel (l-Vokalisierung)_Him(m)el_jung_W_Fischingen_TG03_NMCH.wav
247,7,140,Schlittschuh laufen,schliischüele±,alt,M,Oberriet SG,SG07,HEHU,140_Schlittschuh laufen_schliischüele±_alt_M_Oberriet_SG07_HEHU.wav
248,0,362,Vergleichstext,Lesesprache,alt,W,Frutigen BE,BE09,OUZE,362_Vergleichstext_Lesesprache_alt_W_Frutigen_BE09_OUZE.wav
249,13,262,haben (Plural),hei(n) heit heint,jung,M,Ernen VS,VS02,SBMK,262_haben (Plural)_hei(n) heit heint_jung_M_Ernen_VS02_SBMK.wav
250,9,188,Augen,ou,alt,W,Huttwil BE,BE11,HWOL,188_Augen_ou_alt_W_Huttwil_BE11_HWOL.wav
251,18,322,Mirjams Hut,am Mirjam si Huet,jung,M,Laufen BL,BL03,JGLJ,322_Mirjams Hut_am Mirjam si Huet_jung_M_Laufen_BL03_JGLJ.wav
252,14,282,"Fliege, Sonne, Kerze, Brücke","Flieg, Sonne, Kerz, Brück",alt,M oder W,Verschiedene Orte Ve,Verschiedene Kantone,Verschiedene Personen,"282_Fliege, Sonne, Kerze, Brücke_Flieg, Sonne, Kerz, Brück_alt_M oder W_Verschiedene Orte_Verschiedene Kantone_Verschiedene Personen.wav"
253,5,96,Brotanschnitt,Aaschnitt,alt,M,Vals GR,GR09,OYUZ,096_Brotanschnitt_Aaschnitt_alt_M_Vals_GR09_OYUZ.wav
254,0,252,Sprechgeschwindigkeit,schnell,alt,W,St. Niklaus VS,VS08,CGIB,252_Sprechgeschwindigkeit_schnell_alt_W_St. Niklaus_VS08_CGIB.wav
255,14,274,Tanne Plural,Tanne Tannene,jung,W,Schmitten GR,GR07,OKWW,274_Tanne Plural_Tanne Tannene_jung_W_Schmitten_GR07_OKWW.wav
256,10,232,finden,nd,alt,W,Winterthur ZH,ZH06,UMFL,232_finden_nd_alt_W_Winterthur_ZH06_UMFL.wav
257,2,42,herauf,wui,jung,M,Düdingen FR,FR01,VSXG,042_herauf_wui_jung_M_Düdingen_FR01_VSXG.wav
258,10,236,Fenster,èn,jung,M,Flawil SG,SG04,XIXL,236_Fenster_èn_jung_M_Flawil_SG04_XIXL.wav
259,7,136,plaudern,rede,alt,W,Gränichen AG,AG05,LVXL,136_plaudern_rede_alt_W_Gränichen_AG05_LVXL.wav
260,9,196,Bruder,üe,jung,W,Wil SG,SG12,JCQC,196_Bruder_üe_jung_W_Wil_SG12_JCQC.wav
261,9,188,Augen,au,alt,M,Amriswil TG,TG01,NVYG,188_Augen_au_alt_M_Amriswil_TG01_NVYG.wav
262,9,188,Augen,ou,jung,W,Huttwil BE,BE11,OZSY,188_Augen_ou_jung_W_Huttwil_BE11_OZSY.wav
263,14,280,Postauto Plural,Poschtauto±,alt,M,Würenlingen AG,AG10,DZTY,280_Postauto Plural_Poschtauto±_alt_M_Würenlingen_AG10_DZTY.wav
264,0,362,Vergleichstext,Lesesprache,jung,W,Saas-Grund VS,VS05,ODPT,362_Vergleichstext_Lesesprache_jung_W_Saas-Grund_VS05_ODPT.wav
265,7,138,Taschentuch,Nastüechli,jung,M,Basel BS,BS01,XXCT,138_Taschentuch_Nastüechli_jung_M_Basel_BS01_XXCT.wav
266,9,194,vier,ie,alt,W,Spreitenbach AG,AG09,TNUQ,194_vier_ie_alt_W_Spreitenbach_AG09_TNUQ.wav
267,3,58,Schmetterling,Summervogel,alt,W,Bülach ZH,ZH02,BNAJ,058_Schmetterling_Summervogel_alt_W_Bülach_ZH02_BNAJ.wav
268,13,266,"tragen, getragen","trääge, treit träit",alt,W,Frick AG,AG04,QXIH,"266_tragen, getragen_trääge, treit träit_alt_W_Frick_AG04_QXIH.wav"
269,7,124,Glasmurmeln,Bolei,jung,W,Bettlach SO,SO01,DSMR,124_Glasmurmeln_Bolei_jung_W_Bettlach_SO01_DSMR.wav
270,4,66,Pfütze,Gu(u)dle,jung,M,Mels SG,SG06,HGYK,066_Pfütze_Gu(u)dle_jung_M_Mels_SG06_HGYK.wav
271,11,246,Maschine,MaschIne,alt,W,Bülach ZH,ZH02,BNAJ,246_Maschine_MaschIne_alt_W_Bülach_ZH02_BNAJ.wav
272,18,332,Lass ihn gehen,la ne la gaa±,alt,M,Sarnen + Kägiswil OW,OW03,CAVF,332_Lass ihn gehen_la ne la gaa±_alt_M_Sarnen + Kägiswil_OW03_CAVF.wav
273,5,98,Butter,Ooche,alt,M,Jaun FR,FR04,MRDQ,098_Butter_Ooche_alt_M_Jaun_FR04_MRDQ.wav
274,13,272,kommen-werden,'kommst',jung,M,Ernen VS,VS02,SBMK,272_kommen-werden_'kommst'_jung_M_Ernen_VS02_SBMK.wav
275,20,340,Grussformeln (mittags),Guete,alt,W,Weinfelden TG,TG06,NOQT,340_Grussformeln (mittags)_Guete_alt_W_Weinfelden_TG06_NOQT.wav
276,9,204,Schwester,Schweschter,jung,M,Zweisimmen BE,BE25,XDYX,204_Schwester_Schweschter_jung_M_Zweisimmen_BE25_XDYX.wav
277,0,362,Vergleichstext,Lesesprache,jung,W,Salgesch VS,VS06,HFCS,362_Vergleichstext_Lesesprache_jung_W_Salgesch_VS06_HFCS.wav
278,21,354,Dankeserwiderung,'Bitt(e) schön',alt,M,Blumenstein BE,BE05,WFQK,354_Dankeserwiderung_'Bitt(e) schön'_alt_M_Blumenstein_BE05_WFQK.wav
279,5,100,Bonbon,Gu(u)zi,alt,W,Möhlin AG,AG08,JKBX,100_Bonbon_Gu(u)zi_alt_W_Möhlin_AG08_JKBX.wav
280,4,72,schaukeln,ritiplampe,jung,W,Thun BE,BE23,EVCN,072_schaukeln_ritiplampe_jung_W_Thun_BE23_EVCN.wav
281,20,346,Grussformeln beim Wandern,Tagwoll,jung,W,Visp VS,VS10,CICD,346_Grussformeln beim Wandern_Tagwoll_jung_W_Visp_VS10_CICD.wav
282,20,344,Grussformeln (abends),Gueten Aabe±,jung,M,Langenthal BE,BE14,BNOO,344_Grussformeln (abends)_Gueten Aabe±_jung_M_Langenthal_BE14_BNOO.wav
283,0,362,Vergleichstext,Lesesprache,alt,W,Adelboden BE,BE02,MBKO,362_Vergleichstext_Lesesprache_alt_W_Adelboden_BE02_MBKO.wav
284,9,192,heuen,äib,alt,M,Hospental UR,UR02,RLFX,192_heuen_äib_alt_M_Hospental_UR02_RLFX.wav
285,7,136,plaudern,dorfe,alt,M,Frutigen BE,BE09,NPQC,136_plaudern_dorfe_alt_M_Frutigen_BE09_NPQC.wav
286,17,306,"drei Männer, Frauen, Kinder",drei drei drui,alt,M,Engelberg OW,OW01,NLQP,"306_drei Männer, Frauen, Kinder_drei drei drui_alt_M_Engelberg_OW01_NLQP.wav"
287,2,30,nichts,nix,jung,M,Visp VS,VS10,NMZI,030_nichts_nix_jung_M_Visp_VS10_NMZI.wav
288,10,220,Himmel (Geminate),mm,alt,M,Visp VS,VS10,QEOR,220_Himmel (Geminate)_mm_alt_M_Visp_VS10_QEOR.wav
289,0,362,Vergleichstext,Lesesprache,jung,W,Frick AG,AG04,VOZO,362_Vergleichstext_Lesesprache_jung_W_Frick_AG04_VOZO.wav
290,0,362,Vergleichstext,Lesesprache,alt,W,Merenschwand AG,AG07,JSHF,362_Vergleichstext_Lesesprache_alt_W_Merenschwand_AG07_JSHF.wav
291,9,196,Bruder,üe-palatalisiert,alt,W,Zermatt VS,VS11,FVIZ,196_Bruder_üe-palatalisiert_alt_W_Zermatt_VS11_FVIZ.wav
292,7,138,Taschentuch,(Schnüüz-)Pänett,alt,W,Bosco Gurin TI,TI01,GJCI,138_Taschentuch_(Schnüüz-)Pänett_alt_W_Bosco Gurin_TI01_GJCI.wav
293,4,78,Sofa,Chanabee±,jung,M,Ebnat-Kappel SG,SG02,LHAU,078_Sofa_Chanabee±_jung_M_Ebnat-Kappel_SG02_LHAU.wav
294,4,66,Pfütze,Glumpe,jung,W,Sursee LU,LU04,ISEJ,066_Pfütze_Glumpe_jung_W_Sursee_LU04_ISEJ.wav
295,5,84,Heidelbeere,schwarzes Beri,alt,W,Adelboden BE,BE02,CBFY,084_Heidelbeere_schwarzes Beri_alt_W_Adelboden_BE02_CBFY.wav
296,5,84,Heidelbeere,Häselbei(er),jung,W,Appenzell AI,AI01,TRDS,084_Heidelbeere_Häselbei(er)_jung_W_Appenzell_AI01_TRDS.wav
297,6,116,Schnupfen,Struuche±,jung,M,Ebnat-Kappel SG,SG02,IPJN,116_Schnupfen_Struuche±_jung_M_Ebnat-Kappel_SG02_IPJN.wav
298,0,362,Vergleichstext,Lesesprache,jung,W,Glarus GL,GL02,KXNF,362_Vergleichstext_Lesesprache_jung_W_Glarus_GL02_KXNF.wav
299,4,72,schaukeln,rit(i)seile,alt,W,Oensingen SO,SO02,ABMX,072_schaukeln_rit(i)seile_alt_W_Oensingen_SO02_ABMX.wav
300,21,354,Dankeserwiderung,'Bitte',jung,M,Büren BE,BE06,EJPH,354_Dankeserwiderung_'Bitte'_jung_M_Büren_BE06_EJPH.wav
301,6,114,Schluckauf,Hitzgi Hitzger±,alt,W,Frauenfeld TG,TG04,ACBR,114_Schluckauf_Hitzgi Hitzger±_alt_W_Frauenfeld_TG04_ACBR.wav
302,5,94,Käsekruste,Jungfrou,jung,M,Turtmann VS,VS09,FFRL,094_Käsekruste_Jungfrou_jung_M_Turtmann_VS09_FFRL.wav
303,18,334,Es kommt regnen,es chunt go rägne,jung,M,Maur ZH,ZH04,PYRT,334_Es kommt regnen_es chunt go rägne_jung_M_Maur_ZH04_PYRT.wav
304,3,54,Biene,Im(m)i,jung,W,Davos-Frauenkirch GR,GR03,OEZX,054_Biene_Im(m)i_jung_W_Davos-Frauenkirch_GR03_OEZX.wav
305,2,42,herauf,u(u)fi,jung,M,Mels SG,SG06,HGYK,042_herauf_u(u)fi_jung_M_Mels_SG06_HGYK.wav
306,0,362,Vergleichstext,Lesesprache,jung,W,Eschenbach SG,SG03,DYAK,362_Vergleichstext_Lesesprache_jung_W_Eschenbach_SG03_DYAK.wav
307,10,226,sechs,ggsch,jung,M,Visp VS,VS10,NMZI,226_sechs_ggsch_jung_M_Visp_VS10_NMZI.wav
308,4,74,Treppe,Stäge,alt,W,Willisau LU,LU06,CWHJ,074_Treppe_Stäge_alt_W_Willisau_LU06_CWHJ.wav
309,4,68,Regenschirm,Schirm,jung,M,Grindelwald BE,BE10,FQAF,068_Regenschirm_Schirm_jung_M_Grindelwald_BE10_FQAF.wav
310,9,174,Maus,üü,alt,W,St. Niklaus VS,VS08,CGIB,174_Maus_üü_alt_W_St. Niklaus_VS08_CGIB.wav
311,9,190,Frauen,ou-palatalisiert,alt,M,Reckingen VS,VS04,ORGN,190_Frauen_ou-palatalisiert_alt_M_Reckingen_VS04_ORGN.wav
312,13,262,haben (Plural),hin(d) hin(d) hin(d),alt,M,Vättis SG,SG11,AYBA,262_haben (Plural)_hin(d) hin(d) hin(d)_alt_M_Vättis_SG11_AYBA.wav
313,2,28,hier,daa,jung,W,Spreitenbach AG,AG09,KPHL,028_hier_daa_jung_W_Spreitenbach_AG09_KPHL.wav
314,3,54,Biene,Imme,alt,W,Grabs SG,SG05,FAPZ,054_Biene_Imme_alt_W_Grabs_SG05_FAPZ.wav
315,14,274,Tanne Plural,Tanne Tanni,alt,W,Meiringen BE,BE17,XVXT,274_Tanne Plural_Tanne Tanni_alt_W_Meiringen_BE17_XVXT.wav
316,2,42,herauf,ui,alt,W,Appenzell AI,AI01,SSZQ,042_herauf_ui_alt_W_Appenzell_AI01_SSZQ.wav
317,9,196,Bruder,ue-palatalisiert,jung,W,Laufen BL,BL03,EUEH,196_Bruder_ue-palatalisiert_jung_W_Laufen_BL03_EUEH.wav
318,5,90,Kartoffel,Häärpfel,alt,W,Turtmann VS,VS09,LSIS,090_Kartoffel_Häärpfel_alt_W_Turtmann_VS09_LSIS.wav
319,3,48,Kater,Moudi,jung,W,Blumenstein BE,BE05,FPKO,048_Kater_Moudi_jung_W_Blumenstein_BE05_FPKO.wav
320,13,268,gebracht,proocht,alt,W,Flawil SG,SG04,LQVZ,268_gebracht_proocht_alt_W_Flawil_SG04_LQVZ.wav
321,20,346,Grussformeln beim Wandern,Grüess Gott Gott grüessech,alt,M,Adelboden BE,BE02,BGTK,346_Grussformeln beim Wandern_Grüess Gott Gott grüessech_alt_M_Adelboden_BE02_BGTK.wav
322,9,172,Brot,oou,jung,M,Innerthal SZ,SZ02,JGSK,172_Brot_oou_jung_M_Innerthal_SZ02_JGSK.wav
323,6,110,Quetschfleck,Mo(o)se±,jung,M,Escholzmatt LU,LU01,BNBQ,110_Quetschfleck_Mo(o)se±_jung_M_Escholzmatt_LU01_BNBQ.wav
324,5,100,Bonbon,Gu(u)zi,jung,W,Möhlin AG,AG08,TVZQ,100_Bonbon_Gu(u)zi_jung_W_Möhlin_AG08_TVZQ.wav
325,4,62,begiessen,wässere,alt,M,Glarus GL,GL02,CYSF,062_begiessen_wässere_alt_M_Glarus_GL02_CYSF.wav
326,2,34,jemand,ötschwer,alt,W,Grabs SG,SG05,TIDA,034_jemand_ötschwer_alt_W_Grabs_SG05_TIDA.wav
327,10,228,gern,rn,jung,M,Langenthal BE,BE14,BNOO,228_gern_rn_jung_M_Langenthal_BE14_BNOO.wav
328,13,262,haben (Plural),hen(t)-hä(i)nt het-häit hen(t)-hä(i)nt,alt,W,Davos-Frauenkirch GR,GR03,WDZS,262_haben (Plural)_hen(t)-hä(i)nt het-häit hen(t)-hä(i)nt_alt_W_Davos-Frauenkirch_GR03_WDZS.wav
329,0,362,Vergleichstext,Lesesprache,alt,W,Freiburg FR,FR02,QSIC,362_Vergleichstext_Lesesprache_alt_W_Freiburg_FR02_QSIC.wav
330,9,180,bauen,au-palatalisiert,alt,M,Aesch BL,BL01,CCBS,180_bauen_au-palatalisiert_alt_M_Aesch_BL01_CCBS.wav
331,10,214,Rad,vorderes r,jung,M,Münchenbuchsee BE,BE18,SQAT,214_Rad_vorderes r_jung_M_Münchenbuchsee_BE18_SQAT.wav
332,4,78,Sofa,Sofa,jung,M,Konolfingen BE,BE13,CNCW,078_Sofa_Sofa_jung_M_Konolfingen_BE13_CNCW.wav
333,7,140,Schlittschuh laufen,schliifschüen(d)le,alt,W,Mels SG,SG06,PCJF,140_Schlittschuh laufen_schliifschüen(d)le_alt_W_Mels_SG06_PCJF.wav
334,9,168,Schnee,eei,jung,W,Mels SG,SG06,XNAU,168_Schnee_eei_jung_W_Mels_SG06_XNAU.wav
335,6,116,Schnupfen,Ubärgang,jung,M,Bosco Gurin TI,TI01,UPAW,116_Schnupfen_Ubärgang_jung_M_Bosco Gurin_TI01_UPAW.wav
336,9,152,Bett,e,alt,W,Wil SG,SG12,YMTU,152_Bett_e_alt_W_Wil_SG12_YMTU.wav
337,4,68,Regenschirm,Paraplüü±,alt,M,Engelberg OW,OW01,VIVS,068_Regenschirm_Paraplüü±_alt_M_Engelberg_OW01_VIVS.wav
338,2,42,herauf,ui,jung,W,Grabs SG,SG05,NWFD,042_herauf_ui_jung_W_Grabs_SG05_NWFD.wav
339,0,362,Vergleichstext,Lesesprache,alt,M,Wil SG,SG12,ZIOD,362_Vergleichstext_Lesesprache_alt_M_Wil_SG12_ZIOD.wav
340,3,46,Küken,Hüentschi,alt,M,Blumenstein BE,BE05,WFQK,046_Küken_Hüentschi_alt_M_Blumenstein_BE05_WFQK.wav
341,5,98,Butter,der Butter,alt,M,Saas-Grund VS,VS05,AMHY,098_Butter_der Butter_alt_M_Saas-Grund_VS05_AMHY.wav
342,9,192,heuen,ew(w),alt,M,Zermatt VS,VS11,KOOG,192_heuen_ew(w)_alt_M_Zermatt_VS11_KOOG.wav
